CustomerID,CustomerName,FirstName,LastName,BirthDate,EmailAddress,username,fullname,CUIT,Country,Document,Agent
96,"Tailspin Toys (South La Paloma, TX)",Chad,Kumar,29/02/1968,chad9@adventure-works.com,chad9,Chad Kumar,,Australia,AW00011095,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
97,"Tailspin Toys (Manchester Center, VT)",Andrés,Anand,07/02/1968,andrés18@adventure-works.com,andrés18,Andrés Anand,,Australia,AW00011096,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
98,"Tailspin Toys (El Centro, CA)",Edwin,Nara,23/10/1972,edwin39@adventure-works.com,edwin39,Edwin Nara,,Australia,AW00011097,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
99,"Tailspin Toys (Guin, AL)",Mallory,Rubio,29/10/1966,mallory7@adventure-works.com,mallory7,Mallory Rubio,,Australia,AW00011098,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"
100,"Tailspin Toys (Tunnelhill, PA)",Adam,Ross,05/09/1966,adam2@adventure-works.com,adam2,Adam Ross,,Australia,AW00011099,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:39.0) Gecko/20100101 Firefox/39.0
101,"Tailspin Toys (Cundiyo, NM)",Latasha,Navarro,15/03/1966,latasha10@adventure-works.com,latasha10,Latasha Navarro,,Australia,AW00011100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/601.1.56"
102,"Tailspin Toys (Fieldbrook, CA)",Abby,Sai,05/11/1970,abby4@adventure-works.com,abby4,Abby Sai,,Australia,AW00011101,"Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFSOWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36"
103,"Tailspin Toys (Kalvesta, KS)",Julia,Nelson,19/10/1970,julia7@adventure-works.com,julia7,Julia Nelson,,Australia,AW00011102,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
104,"Tailspin Toys (Wallagrass, ME)",Cassie,Chande,12/04/1981,cassie13@adventure-works.com,cassie13,Cassie Chande,,Australia,AW00011103,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
105,"Tailspin Toys (Tomnolen, MS)",Edgar,Sara,08/03/1975,edgar11@adventure-works.com,edgar11,Edgar Sara,,Australia,AW00011104,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
106,"Tailspin Toys (Tumacacori, AZ)",Candace,Fernandez,27/06/1970,candace15@adventure-works.com,candace15,Candace Fernandez,,Australia,AW00011105,"Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B435 Safari/600.1.4"
107,"Tailspin Toys (Glen Avon, CA)",Jessie,Liu,11/03/1970,jessie9@adventure-works.com,jessie9,Jessie Liu,,Australia,AW00011106,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
108,"Tailspin Toys (Bernie, MO)",Bianca,Lin,04/03/1976,bianca7@adventure-works.com,bianca7,Bianca Lin,,Australia,AW00011107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
109,"Tailspin Toys (South Laguna, CA)",Kari,Alvarez,10/01/1969,kari25@adventure-works.com,kari25,Kari Alvarez,,Australia,AW00011108,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240"
110,"Tailspin Toys (North Crows Nest, IN)",Ruben,Kapoor,30/04/1980,ruben1@adventure-works.com,ruben1,Ruben Kapoor,,Australia,AW00011109,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
111,"Tailspin Toys (Oriole Beach, FL)",Curtis,Yang,04/12/1967,curtis5@adventure-works.com,curtis5,Curtis Yang,,Australia,AW00011110,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; LCJB; rv:11.0) like Gecko
112,"Tailspin Toys (Sallyards, KS)",Meredith,Gutierrez,23/08/1967,meredith34@adventure-works.com,meredith34,Meredith Gutierrez,,Australia,AW00011111,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDRJS; rv:11.0) like Gecko
113,"Tailspin Toys (Dahlia, NM)",Crystal,Wang,08/03/1968,crystal3@adventure-works.com,crystal3,Crystal Wang,,Australia,AW00011112,"Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFAPWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36"
114,"Tailspin Toys (Cherry Grove Beach, SC)",Micheal,Blanco,17/02/1973,micheal11@adventure-works.com,micheal11,Micheal Blanco,,Australia,AW00011113,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; rv:11.0) like Gecko
115,"Tailspin Toys (Bethania, NC)",Leslie,Moreno,25/11/1967,leslie7@adventure-works.com,leslie7,Leslie Moreno,,Australia,AW00011114,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
116,"Tailspin Toys (Rafael Capó, PR)",Alvin,Cai,12/08/1967,alvin20@adventure-works.com,alvin20,Alvin Cai,,Australia,AW00011115,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; LCJB; rv:11.0) like Gecko
117,"Tailspin Toys (Scofield, UT)",Clinton,Carlson,02/04/1979,clinton14@adventure-works.com,clinton14,Clinton Carlson,,Australia,AW00011116,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; KFOT Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36"
118,"Tailspin Toys (Vassalboro, ME)",April,Deng,21/08/1966,april1@adventure-works.com,april1,April Deng,,Australia,AW00011117,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
119,"Tailspin Toys (Statenville, GA)",Alvin,Zeng,31/12/1962,alvin21@adventure-works.com,alvin21,Alvin Zeng,,Australia,AW00011118,"Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFARWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36"
120,"Tailspin Toys (Bratenahl, OH)",Evan,James,07/10/1940,evan8@adventure-works.com,evan8,Evan James,,Australia,AW00011119,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; ASU2JS; rv:11.0) like Gecko
121,"Tailspin Toys (Elrosa, MN)",Beth,Jiménez,06/02/1942,beth8@adventure-works.com,beth8,Beth Jiménez,,Australia,AW00011120,"Mozilla/5.0 (iPad; CPU OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A405 Safari/600.1.4"
122,"Tailspin Toys (McClave, CO)",Orlando,Suarez,18/05/1966,orlando19@adventure-works.com,orlando19,Orlando Suarez,,Australia,AW00011121,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)
123,"Tailspin Toys (Roe Park, NY)",Byron,Vazquez,30/09/1965,byron9@adventure-works.com,byron9,Byron Vazquez,,Australia,AW00011122,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
124,"Tailspin Toys (Hanoverton, OH)",Philip,Alvarez,18/12/1965,philip4@adventure-works.com,philip4,Philip Alvarez,,Australia,AW00011123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4"
125,"Tailspin Toys (Annamoriah, WV)",Ross,Jordan,23/07/1968,ross1@adventure-works.com,ross1,Ross Jordan,,Australia,AW00011124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
126,"Tailspin Toys (Francis Mills, NJ)",Dana,Navarro,06/10/1961,dana2@adventure-works.com,dana2,Dana Navarro,,Australia,AW00011125,Mozilla/5.0 (Windows NT 6.1; rv:38.0) Gecko/20100101 Firefox/38.0
127,"Tailspin Toys (Point Roberts, WA)",Shaun,Carson,05/10/1954,shaun16@adventure-works.com,shaun16,Shaun Carson,,Australia,AW00011126,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie11; rv:11.0) like Gecko
128,"Tailspin Toys (East Portal, CO)",Jan,Edwards,19/04/1981,jan11@adventure-works.com,jan11,Jan Edwards,,United States,AW00011127,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko
129,"Tailspin Toys (Mineral Hills, MI)",Samantha,Long,03/06/1981,samantha35@adventure-works.com,samantha35,Samantha Long,,United States,AW00011128,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/8.0.57838 Mobile/12H321 Safari/600.1.4"
130,"Tailspin Toys (Maple Shade, NJ)",Julia,Wright,01/02/1981,julia17@adventure-works.com,julia17,Julia Wright,,United States,AW00011129,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0
131,"Tailspin Toys (Kwethluk, AK)",Caroline,Russell,05/07/1985,caroline21@adventure-works.com,caroline21,Caroline Russell,,United States,AW00011130,Mozilla/5.0 (Windows NT 10.0; rv:40.0) Gecko/20100101 Firefox/40.0
132,"Tailspin Toys (Minidoka, ID)",Amanda,Rivera,09/09/1985,amanda7@adventure-works.com,amanda7,Amanda Rivera,,Canada,AW00011131,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAGWJS; rv:11.0) like Gecko
133,"Tailspin Toys (Lake Erie Beach, NY)",Melissa,Richardson,25/04/1986,melissa31@adventure-works.com,melissa31,Melissa Richardson,,Canada,AW00011132,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0
134,"Tailspin Toys (Tavares, FL)",Angela,Griffin,08/03/1986,angela23@adventure-works.com,angela23,Angela Griffin,,United States,AW00011133,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/7.1.5 Safari/537.85.14"
135,"Tailspin Toys (Terre du Lac, MO)",Larry,Townsend,22/02/1957,larry14@adventure-works.com,larry14,Larry Townsend,,Australia,AW00011134,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
136,"Tailspin Toys (Mount Montgomery, NV)",Marcus,Harris,02/05/1985,marcus14@adventure-works.com,marcus14,Marcus Harris,,United States,AW00011135,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; TNJB; rv:11.0) like Gecko
137,"Tailspin Toys (Carbonville, UT)",Brianna,Morgan,24/04/1984,brianna30@adventure-works.com,brianna30,Brianna Morgan,,Canada,AW00011136,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NP06; rv:11.0) like Gecko
138,"Tailspin Toys (Navassa, NC)",Jasmine,Taylor,17/01/1984,jasmine7@adventure-works.com,jasmine7,Jasmine Taylor,,United States,AW00011137,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
139,"Tailspin Toys (Hardeeville, SC)",Lauren,Davis,14/03/1984,lauren23@adventure-works.com,lauren23,Lauren Davis,,United States,AW00011138,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:40.0) Gecko/20100101 Firefox/40.0
140,"Tailspin Toys (Furley, KS)",Tanya,Moreno,05/11/1949,tanya2@adventure-works.com,tanya2,Tanya Moreno,,Australia,AW00011139,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174"
141,"Tailspin Toys (Arrow Rock, MO)",Javier,Alvarez,11/08/1982,javier1@adventure-works.com,javier1,Javier Alvarez,,United States,AW00011140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.4.8 (KHTML, like Gecko) Version/8.0.3 Safari/600.4.8"
142,"Tailspin Toys (King Cove, AK)",Nicole,Ramirez,19/12/1982,nicole42@adventure-works.com,nicole42,Nicole Ramirez,,United States,AW00011141,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53"
143,"Tailspin Toys (Ashtabula, OH)",Eduardo,Patterson,11/02/1983,eduardo55@adventure-works.com,eduardo55,Eduardo Patterson,,Canada,AW00011142,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
144,"Tailspin Toys (Larose, LA)",Jonathan,Henderson,04/08/1982,jonathan4@adventure-works.com,jonathan4,Jonathan Henderson,,United States,AW00011143,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/7.1.3 Safari/537.85.12"
145,"Tailspin Toys (Manahawkin, NJ)",Edward,Hernandez,08/03/1985,edward48@adventure-works.com,edward48,Edward Hernandez,,United States,AW00011144,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Web Preview) Chrome/27.0.1453 Safari/537.36"
146,"Tailspin Toys (Belgreen, AL)",Jasmine,Coleman,06/06/1985,jasmine46@adventure-works.com,jasmine46,Jasmine Coleman,,United States,AW00011145,"Mozilla/5.0 (iPad; CPU OS 8_0 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A365 Safari/600.1.4"
147,"Tailspin Toys (Fishtail, MT)",Karla,Goel,22/02/1945,karla20@adventure-works.com,karla20,Karla Goel,,Australia,AW00011146,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
148,"Tailspin Toys (Baraboo, WI)",Ernest,Wu,04/08/1944,ernest6@adventure-works.com,ernest6,Ernest Wu,,Australia,AW00011147,Mozilla/5.0 (Windows NT 6.1; rv:39.0) Gecko/20100101 Firefox/39.0
149,"Tailspin Toys (Inguadona, MN)",Ross,Vazquez,13/02/1947,ross32@adventure-works.com,ross32,Ross Vazquez,,Australia,AW00011148,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4049.US Safari/537.36"
150,"Tailspin Toys (Corfu, NY)",Theodore,Gill,18/10/1946,theodore14@adventure-works.com,theodore14,Theodore Gill,,Australia,AW00011149,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko
151,"Tailspin Toys (Antares, AZ)",Russell,Shen,12/09/1946,russell6@adventure-works.com,russell6,Russell Shen,,Australia,AW00011150,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"
152,"Tailspin Toys (Sun River, MT)",Melinda,Gill,25/08/1947,melinda9@adventure-works.com,melinda9,Melinda Gill,,Australia,AW00011151,"Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/45.0.2454.68 Mobile/12H143 Safari/600.1.4"
153,"Tailspin Toys (Marcell, MN)",James,Williams,09/07/1981,james77@adventure-works.com,james77,James Williams,,United States,AW00011152,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0
154,"Tailspin Toys (Eden Valley, MN)",Angela,James,21/12/1981,angela34@adventure-works.com,angela34,Angela James,,United States,AW00011153,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
155,"Tailspin Toys (Arbor Vitae, WI)",Megan,Walker,18/02/1982,megan25@adventure-works.com,megan25,Megan Walker,,United States,AW00011154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:39.0) Gecko/20100101 Firefox/39.0
156,"Tailspin Toys (Hollywood Park, TX)",Hunter,Robinson,25/07/1981,hunter50@adventure-works.com,hunter50,Hunter Robinson,,United States,AW00011155,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
157,"Tailspin Toys (Saks, AL)",Maria,Roberts,06/08/1981,maria47@adventure-works.com,maria47,Maria Roberts,,United States,AW00011156,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H321"
158,"Tailspin Toys (Donner, LA)",Hannah,Long,08/12/1980,hannah32@adventure-works.com,hannah32,Hannah Long,,United States,AW00011157,"Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B511 Safari/9537.53"
159,"Tailspin Toys (Saint Louis Park, MN)",Jason,Wright,06/04/1981,jason46@adventure-works.com,jason46,Jason Wright,,United States,AW00011158,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10"
160,"Tailspin Toys (Crary, ND)",Brianna,Hughes,16/03/1981,brianna57@adventure-works.com,brianna57,Brianna Hughes,,United States,AW00011159,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36"
161,"Tailspin Toys (Aspen Park, CO)",Maurice,Tang,08/07/1979,maurice4@adventure-works.com,maurice4,Maurice Tang,,United States,AW00011160,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/7.1.2 Safari/537.85.11"
162,"Tailspin Toys (Glen Park, NY)",Emily,Wood,20/10/1979,emily27@adventure-works.com,emily27,Emily Wood,,United States,AW00011161,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; ASU2JS; rv:11.0) like Gecko
163,"Tailspin Toys (Panaca, NV)",Chase,Cox,02/09/1979,chase10@adventure-works.com,chase10,Chase Cox,,United States,AW00011162,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
164,"Tailspin Toys (Rothsville, PA)",Gabriel,Wang,18/06/1980,gabriel21@adventure-works.com,gabriel21,Gabriel Wang,,United States,AW00011163,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1
165,"Tailspin Toys (Topstone, CT)",Devin,Brooks,02/11/1979,devin63@adventure-works.com,devin63,Devin Brooks,,United States,AW00011164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
166,"Tailspin Toys (McCamey, TX)",Jocelyn,Alexander,15/01/1979,jocelyn18@adventure-works.com,jocelyn18,Jocelyn Alexander,,United States,AW00011165,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0
167,"Tailspin Toys (Rockwall, TX)",Ashley,Martinez,22/10/1977,ashley18@adventure-works.com,ashley18,Ashley Martinez,,United States,AW00011166,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MDDCJS; rv:11.0) like Gecko
168,"Tailspin Toys (Seagraves, TX)",Jasmine,Barnes,29/01/1978,jasmine43@adventure-works.com,jasmine43,Jasmine Barnes,,United States,AW00011167,Mozilla/5.0 (Windows NT 6.3; rv:40.0) Gecko/20100101 Firefox/40.0
169,"Tailspin Toys (Sinclair, WY)",David,Rodriguez,12/11/1973,david83@adventure-works.com,david83,David Rodriguez,,United States,AW00011168,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.5 Safari/534.34"
170,"Tailspin Toys (Eastchester, NY)",Bryce,Richardson,20/12/1973,bryce8@adventure-works.com,bryce8,Bryce Richardson,,United States,AW00011169,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 BingPreview/1.0b"
171,"Tailspin Toys (Ortley Beach, NJ)",Carol,Howard,04/08/1973,carol5@adventure-works.com,carol5,Carol Howard,,United States,AW00011170,Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
172,"Tailspin Toys (Madrone, NM)",Jonathan,Hill,05/10/1978,jonathan43@adventure-works.com,jonathan43,Jonathan Hill,,United States,AW00011171,"Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/7.0.55539 Mobile/12H143 Safari/600.1.4"
173,"Tailspin Toys (Wappingers Falls, NY)",Gabrielle,Adams,20/05/1973,gabrielle58@adventure-works.com,gabrielle58,Gabrielle Adams,,United States,AW00011172,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
174,"Tailspin Toys (Astor Park, FL)",Sarah,Thomas,28/02/1973,sarah13@adventure-works.com,sarah13,Sarah Thomas,,United States,AW00011173,"Mozilla/5.0 (X11; CrOS x86_64 7262.52.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.86 Safari/537.36"
175,"Tailspin Toys (San Acacia, NM)",Nicholas,Robinson,09/01/1973,nicholas19@adventure-works.com,nicholas19,Nicholas Robinson,,United States,AW00011174,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
176,"Tailspin Toys (Malott, WA)",Luis,Wang,01/09/1968,luis24@adventure-works.com,luis24,Luis Wang,,United States,AW00011175,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDCJS; rv:11.0) like Gecko
177,"Tailspin Toys (Orrtanna, PA)",Mason,Roberts,21/01/1979,mason25@adventure-works.com,mason25,Mason Roberts,,Canada,AW00011176,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
178,"Tailspin Toys (Armstrong Creek, WI)",Jose,Flores,01/01/1948,jose6@adventure-works.com,jose6,Jose Flores,,United States,AW00011177,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
179,"Tailspin Toys (Hiteman, IA)",Nathan,Johnson,20/08/1954,nathan55@adventure-works.com,nathan55,Nathan Johnson,,United States,AW00011178,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.4.10 (KHTML, like Gecko) Version/7.1.4 Safari/537.85.13"
180,"Tailspin Toys (Caselton, NV)",Molly,Rodriguez,08/12/1959,molly18@adventure-works.com,molly18,Molly Rodriguez,,United States,AW00011179,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.0.0 Safari/538.1"
181,"Tailspin Toys (Heilwood, PA)",April,Anand,01/07/1948,april18@adventure-works.com,april18,April Anand,,United States,AW00011180,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MALNJS; rv:11.0) like Gecko
182,"Tailspin Toys (Hayes Center, NE)",Devin,Martin,01/02/1960,devin13@adventure-works.com,devin13,Devin Martin,,United States,AW00011181,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/45.0.2454.68 Mobile/12F69 Safari/600.1.4"
183,"Tailspin Toys (Tierra Verde, FL)",Stephanie,Torres,22/02/1950,stephanie19@adventure-works.com,stephanie19,Stephanie Torres,,United States,AW00011182,Mozilla/5.0 (Android; Tablet; rv:40.0) Gecko/40.0 Firefox/40.0
184,"Tailspin Toys (South Euclid, OH)",Jasmine,Lee,12/01/1950,jasmine19@adventure-works.com,jasmine19,Jasmine Lee,,United States,AW00011183,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53"
185,"Tailspin Toys (Vidrine, LA)",Meghan,Hernandez,13/11/1955,meghan3@adventure-works.com,meghan3,Meghan Hernandez,,United States,AW00011184,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5"
186,"Tailspin Toys (Placer, OR)",Ashley,Henderson,07/04/1950,ashley31@adventure-works.com,ashley31,Ashley Henderson,,Canada,AW00011185,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
187,"Tailspin Toys (Brown City, MI)",Sarah,Price,18/11/1949,sarah25@adventure-works.com,sarah25,Sarah Price,,United States,AW00011186,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
188,"Tailspin Toys (Premont, TX)",Jennifer,Cooper,21/08/1949,jennifer63@adventure-works.com,jennifer63,Jennifer Cooper,,United States,AW00011187,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36"
189,"Tailspin Toys (Wilkes-Barre, PA)",Catherine,Morris,06/03/1950,catherine16@adventure-works.com,catherine16,Catherine Morris,,United States,AW00011188,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36"
190,"Tailspin Toys (Teutopolis, IL)",Lawrence,Blanco,12/01/1950,lawrence14@adventure-works.com,lawrence14,Lawrence Blanco,,United States,AW00011189,"Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFSAWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36"
